"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Eswatini","SWZ","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.349888945830116","0.274186156906362","0.230864550052211","0.0763557155652609","0.0657353394121448","0.0972604144027705","0.0813428652775654","0.232638306549718","0.199860784072825","0.293243725831754","0.92412689270108","0.274596173163741","0.341093106965589","0.325445621132478","","",
"Eswatini","SWZ","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2316819","2101940","2325630","1354050","694567","1155808","1058008","2766880","2243953","3620865","11432104","3567427","3735562","4198951","","",
"Eswatini","SWZ","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.04929","","","","","","","","",
"Eswatini","SWZ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139.104187011719","","","","","","","","",
"Eswatini","SWZ","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","35","30","","","","27","","","47","","","","","","","","","","","","","","","","","","","6","3","","2","2","","","","","","","","",
"Eswatini","SWZ","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.67","12.38","16.33","12.53","7.75","5.64","12.32","6.6","11.85","12.7","10.26","6.96","10.36","13.44","23.67","21.15","16.29","17.84","12.6","17.45","18.91","30.72","30.93","35","32.94","","","",
"Eswatini","SWZ","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.267540007829666","","","","","","","","",
"Eswatini","SWZ","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87971.3477320437","","38650.0192444888","108643.888871788","210377.636623474","312142.185661917","292891.880182814","302722.434130989","227941.477188698","238717.263634644","235154.337368994","212783.921610403","201734.096688751","162617.097619721","142304.909456129","37674.7455495054","39939.9816632138","3144.98622364993","2658.18050743927","13143.392854735","36382129.8459833","34681.05977546","259519.518747224","2682.39956043456","6559.04562097875","6935.27943242653","27508.0388659546","21709.8283019224","16176.1750636591","36212.0211926558","675156.719776973","212495.177612869","57209.626410907","76382.9718208547","66854.9659961955","",
"Eswatini","SWZ","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","229999.9998","712569.946010021","770382.652013112","1709247.93988975","1381449.73972293","1884929.53996161","203351.572874146","583306.224703135","568919.905621539","4764165.61614906","6070022.99351101","6748828.24899363","9314654.6379218","9995237.77620445","11921399.4086635","11474591.5623326","13428811.0795741","15574490.2587064","14591045.6602055","39269640.9149815","39254313.5370061","39902059.3800813","35064844.3033053","42800355.4732317","54075391.2436309","71181077.9361598","75601431.4922885","105433147.158885","106405636.62254","120988053.848168","119690735.875679","116340361.523144","16308752.9149571","2678419.11532515","2362605.01325437","2006990.4042914","1811254.77580805","1424807.33315029","1097572.64840104","3173476.84177236","5333009.9183179","7837969.98643429","32785514.01312","18885076.6290286","17039370.0635628","",
"Sint Maarten (Dutch part)","SXM","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1229050.27932961","480446.927374302","1000000","134078.212290503","201117.318435754","1340782.12290503","3022346.36871508","110222.223463687","48898.2011173184","54652.1117318436","652410.469273743","287442.368715084","",
"Sint Maarten (Dutch part)","SXM","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","865921.787709497","569832.402234637","1357541.89944134","1156424.58100559","1787709.4972067","2117318.43575419","960893.854748603","1224882.30726257","1428854.63687151","707127.430167598","1734869.47486034","1436759.88826816","",
"Seychelles","SYC","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.56421110625926","6.06816173457112","8.03345957287178","3.77391153812862","30.6915369392683","5.22056224291312","2.19832172059128","3.28499677827624","3.34307615789092","","",
"Seychelles","SYC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3577815","2061796","1372918","1062096","35199981","5531342","1946595","1315182","784869","","",
"Seychelles","SYC","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","597.87023","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152.462265014648","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","",
"Seychelles","SYC","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","3","7","","3","1","2","","","5","","","","","","","1","6","","","","","","","","","","","","","","","","","","","","14","46","17","12","9","28","","",
"Seychelles","SYC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.28","5.03","0.68","4.45","3.9","5.92","9.6","5.04","4.91","8.76","12.34","10.65","6.56","12.83","9.7","10","16.91","9.64","19.11","12.2","11.66","12.4","11.17","32.82","","","",
"Seychelles","SYC","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.399679988622665","0.382600009441376","0.387070000171661","0.32574000954628","0.283930003643036","","","","","","","","","","","0.216849997639656","","","","","","","",
"Seychelles","SYC","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","47332.4097000929","731489.457444878","163905.927955483","237288.944483566","183374.453760536","","","","","","","","","","","","","","","","","","","","","","1222781.45880333","994457.95325","8666537.39","1864638.87","1608899.82760284","1609509.04453486","1641073.30085758","1240941.07","1271964.59675","1303763.71166875","1368951.89725219","1403175.69468349","1438255.08705058","1375295.6393534","1409678.03033723","1444919.98109566","1481042.98062305",
"Seychelles","SYC","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","1024412.92839745","1046656.91254266","1150670.7453207","1265010.51683139","1251684.87946523","288853.465753028","253035.181850883","261797.872687956","261234.217099384","280797.25675996","340661.586801629","357332.570899156","427094.049996601","354347.40006086","375236.258663819","378347.593151132","390694.847811721","","","419993.805091375","623744.54642705","591483.865833501","380069.774476098","467938.41930402","437535.914406308","426800.207709434","547441.925535733","555481.834201017","543090.909090909","545454.545454544","543529.225803682","545237.348215384","515861.046291161","515960.216938633","1414195.31358299","1413960.68587088","1512607.39493646","2754038.33551079","2754425.67796382","1793930.52178312","1457332.43538731","2214502.73183223","2716441.32843366","3332145.02131873","1982431.30664207","2431765.61164409","2982945.21992355","4355217.29630973",
"Syrian Arab Republic","SYR","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.82443927459736","1.57187310026943","1.38292716055376","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86642890","47278461","38812401","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.95423","","","","","","","","",
"Syrian Arab Republic","SYR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.9826126098633","","","","","","","142.012908935547","",
"Syrian Arab Republic","SYR","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","6","7","4","","","","","","","","","","53","82","67","129","106","116","54","87","247","189","183","213","205","105","124","","","","","","","","","198","","120","103","121","76","102","","",
"Syrian Arab Republic","SYR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","98","76","81","","","","","","","","","","33","40","42","68","59","46","9","","48","39","47","36","40","34","133","","","","","","","","","","","16","45","32","16","20","","",
"Syrian Arab Republic","SYR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.89","71.69","70.26","84.71","100.09","94.91","83.03","104.24","135.8","146.5","134.43","153.62","199.88","158.35","231.98","268.35","297.45","248.28","237.93","268.49","275.48","262.88","312.09","336.85","453.27","","","",
"Syrian Arab Republic","SYR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0194199997931719","","","","","","","","",
"Syrian Arab Republic","SYR","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400000","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10000000","10000000","12000000","20000000","25000000","30000000","30000000","36553806.3403062","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.10062043922454","2.19852999029956","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142047","208171","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.30675","","","","","","","",
"Chad","TCD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.7568016052246","","","","","","","",
"Chad","TCD","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.01","3.25","1.5","3.58","2.79","4.51","4.42","4.54","11.37","9.04","9.91","4.32","6.21","9.25","3.84","7.06","4.56","5.18","8.66","9.36","10.84","14.91","15.81","14.12","14.07","","","",
"Chad","TCD","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.300500005483627","","","","","","","",
"Chad","TCD","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.7114518094881","28.0664409073257","32.5603614453609","30.849463941331","29.0735395054621","29.7142874439116","30.4709875886915","29.2542900568396","29.9894978457443","29.961302083906","31.7106976873284","32.1721230315552","31.6817640465302","32.6405432428316","31.3808991472863","24.4461566682158","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","426.178949237451","443.420661772177","373.86289233648","398.989829182645","499.146506177931","504.198115525534","545.319350398391","618.697769534912","712.443492856853","789.058125844626","923.729608498169","985.277527592882","1188.75811627856","698.662914638243","912.620839904479","911.37335638907","1047.040660031","991.911795491311","1115.58012766437","1070.97935938648","1070.72636316723","1037.22756796187","1096.27364914031","1263.19540133078","1377.5660421126","1576.76119303883","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36170.1482830107","40284.5733674312","46846.3447595501","48484.4948682109","57408.1591485238","74709.8954884446","80015.5858588937","93207.6783811104","127183.830403267","173244.972981703","201987.728271595","223696.61631051","261292.928716685","302312.905912191","329937.707933811","348331.580920342","354841.44","385111.72","416150.85","440762.29","476280.73","516937.990121111","591674.213871786","685915.546870355","750641.929602757","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.46194143823194","0.563729805105876","0.626662753767115","0.692680446403363","0.727818471783198","0.797559502779469","0.909225185609457","1.00399676053754","1.10522976876559","1.17722126129046","1.2477956658167","1.24506109134426","1.34438848674662","1.40017027740849","1.68483944482899","1.61397375750613","1.8807325430988","1.70742861026796","1.94167342412826","1.90636880727344","1.90315412947088","1.90009849702768","1.91207217374466","2.02398953025197","2.19732042220148","2.35046192574672","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","3588072.90124733","839589.854691582","","532747.870859774","657827.854923066","1279589.73152684","456000.124440152","1743221.18570787","772285.659655679","3910374.95031737","2665845.46612035","2018347.19674851","2532374.65475731","2586926.82427575","4318753.48240747","11622280.1539025","19114454.1344848","12422688.3265273","17691597.7278381","2599221.69028131","30131357.4603979","117113768.102598","70209340.482056","117073637.338192","117424828.016309","141994064.027107","157294737.462183","140411826.6301","524803681.81906","470530100.737756","297291997.014243","470305128.012077","913943056.455127","800046532.086079","1031917514.97367","1036891070.51947","1355995681.59673","1117987845.24307","910849030.985849","1346945666.41104","1418518696.72767","5266061335.93075","6105210236.3652","7143311165.67234","9151321935.54813","12483629997.0786","14099333151.0036","11566445667.8001",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","12512715.4425023","13011801.0340374","33014106.0678444","36910772.3265861","61313610.5598795","86003758.9776704","102142794.695917","60484075.7510753","66774882.8703253","75782192.8820545","63108592.2471696","67556873.7773523","95434863.5627527","115552678.638835","164879801.150176","208645658.74087","262119004.671978","335690092.597212","487117960.948283","546571426.578188","728938552.315755","798912902.579139","1505125568.02794","1008578844.26193","1972885278.50955","2739242408.5277","3676886337.94428","5088691133.81709","5883111398.31952","8247013943.07286","9603182713.97409","10864942031.6713","13150289084.857","15881208359.4834","16400044100.7316","19511730291.8162","21709975235.6826","25202087205.8311","29319314013.4964","30756881000.0238","30015560095.4863","31868887213.884","37574763747.9948","45557074836.0968","44635996117.7634","46866798370.0423","57513783089.5325","55358622828.4078","51804305929.878",
"Europe & Central Asia (IDA & IBRD countries)","TEC","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3405262469796","5.48531436155084","8.5657422208416","9.19026540149907","7.78421930009743","8.71258964881955","10.1753912070545","10.8309946546656","11.9742645885202","11.0724893811792","9.59266961677147","9.22925514575062","9.92335306610368","9.06421428848439","8.68880074246561","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21673554319","26627203713","30832704795","33997382728","39435184017","44855869339","44054004215","44068190712","46185557372","50051653161","50254311167","46727060853","58797308247","55329420594","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","360.29742303063","341.036676735153","337.595120203642","320.060253834591","325.016207840935","310.314683364049","294.194992600984","292.307354244062","300.157833297442","317.75149797517","315.518690694921","316.36030819705","325.657664836663","325.876568796415","330.376369262035","331.61217346809","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2051.92053001467","2041.03780778953","2010.88479306328","1983.24385458817","1967.3509814688","1951.1719520348","1876.96808249485","1839.85484164768","1807.64332145553","1793.64715791406","1808.48552213517","1821.67527944717","1829.23854326754","1832.6862213177","1850.32198736433","1881.20372684553","1858.96633880352","1886.06797759463","1912.78974944235","1906.56772649986","1929.24695421066","1973.9858359978","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66827.3184121881","66730.4202157413","68683.3010951756","67185.1082878742","69028.7565948962","77743.3237841467","80932.8343222648","83288.1526258974","89138.2107864556","93847.6594094359","92013.0811041709","97614.4166766854","104185.13","111414.43","116123.79","121684.21","126465.25","132505.4","139626.33","151438.73","164631.26","172037.93","184346.31","204106.62","216097.52","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.758434542279353","0.801478702195806","0.652224122649661","0.67839382113915","0.696815673735467","0.77695823380206","0.787639569973464","0.786533493338811","0.759964031153545","0.750624919310935","0.757038926287343","0.810486321012649","0.791149887114723","0.888438073391028","0.854914906380925","0.816385707448569","0.849011728256061","0.835227082086442","0.860480968585083","0.869975174800199","0.926404244842904","0.955220696529175","0.940558546409678","0.977964927545211","1.01855891167922","0.976862109181579","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1942000","8880000","13269000","288071883.073","225245697.727","98714897.0589127","159338010.093502","211575848.182137","248810423.089605","288766770.283391","276176720.894377","384674572.779827","486788093.841833","469322788.059958","651342619.206194","1076116658.43046","958323199.192435","1366396464.62053","1355036628.26242","1516493962.4882","1616990454.6224","1542933337.80632","1593282953.06316","1434352251.86325","1800950510.12412","2198038142.17789","2463341751.77827","3205848177.23463","4130306313.88475","3151788708.56329","3430684508.31696",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11718000","72012000","102250000","362202142.852","525352059.58","515282425.26447","782886937.401066","1613448592.31483","1324383832.79916","1348726952.09079","2197066037.12063","2917563943.78721","3956341825.23717","4846469229.98218","6391110408.88118","8889636924.83633","7906438996.1713","9899354069.80153","11038853011.4242","13005698320.741","15755773388.5927","15308550008.2382","11939927226.2277","11825441206.7087","13433352354.0928","15183691113.5107","16113059694.9481","15887928221.8967","17927877899.6837","14864600831.4346","15670046379.8705",
"Togo","TGO","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0396140320337831","0.076542174880592","0.0484325537184544","0.196163933732171","0.172330281727196","0.220460405897375","0.154374793406122","0.320389165380821","0.0998030691143818","0.740557470665412","0.0906626481003325","0.0535470312830166","0.237930203742775","0.32609213809593","0.301071944472002","",
"Togo","TGO","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97773","255620","164313","858464","685093","939715","531884","1245120","289271","3202737","337247","198643","915082","1274941","1239758","",
